subzone,cuisine_primary,count
"Macarthur Square Shopping Centre, Campbeltown",['Sushi'],1
"Macarthur Square Shopping Centre, Campbeltown",['Thai'],1
"Macquarie Centre, Macquarie Park",['American',2
"Macquarie Centre, Macquarie Park",['Asian',1
"Macquarie Centre, Macquarie Park",['Australian'],1
"Macquarie Centre, Macquarie Park",['Cafe',1
"Macquarie Centre, Macquarie Park",['Cafe'],9
"Macquarie Centre, Macquarie Park",['Chinese',2
"Macquarie Centre, Macquarie Park",['Chinese'],1
"Macquarie Centre, Macquarie Park",['Desserts',1
"Macquarie Centre, Macquarie Park",['Fast Food'],1
"Macquarie Centre, Macquarie Park",['Healthy Food'],1
"Macquarie Centre, Macquarie Park",['Ice Cream',1
"Macquarie Centre, Macquarie Park",['Indian'],1
"Macquarie Centre, Macquarie Park",['Japanese',4
"Macquarie Centre, Macquarie Park",['Japanese'],2
"Macquarie Centre, Macquarie Park",['Korean'],1
"Macquarie Centre, Macquarie Park",['Malaysian',1
"Macquarie Centre, Macquarie Park",['Mexican'],1
"Macquarie Centre, Macquarie Park",['Modern Australian'],1
"Macquarie Centre, Macquarie Park",['Sandwich'],1
"Macquarie Centre, Macquarie Park",['Sushi',1
"Macquarie Centre, Macquarie Park",['Thai',1
"Macquarie Centre, Macquarie Park",['Thai'],2
"Macquarie Centre, Macquarie Park",['Vietnamese'],1
Macquarie Fields,['Australian'],1
Macquarie Fields,['Cafe'],1
Macquarie Fields,['Charcoal Chicken',1
Macquarie Fields,['Coffee and Tea',1
Macquarie Fields,['Japanese'],1
Macquarie Fields,['Kebab',1
Macquarie Fields,['Lebanese',1
Macquarie Fields,['Pizza'],1
Macquarie Fields,['Thai'],1
Macquarie Fields,['Turkish',1
Macquarie Park,['Cafe',3
Macquarie Park,['Cafe'],2
Macquarie Park,['Chinese',1
Macquarie Park,['Fast Food',1
Macquarie Park,['Italian',2
Macquarie Park,['Japanese'],1
Macquarie Park,['Mediterranean',1
Macquarie Park,['Modern Australian',2
Macquarie Park,['Modern Australian'],3
Macquarie Park,['Pizza',1
Macquarie Park,['Sandwich'],1
Macquarie Park,['Seafood'],1
Macquarie Park,['Thai'],1
Macquarie University,['Asian'],1
Macquarie University,['Bar Food'],1
Macquarie University,['Burger',1
Macquarie University,['Modern Australian'],1
Macquarie University,['Vietnamese',1
Malabar,['Burger',1
Malabar,['Burger'],1
Malabar,['Cafe'],2
Malabar,['Greek',1
Malabar,['Modern Australian'],1
"Mandarin Centre, Chatswood",['Asian',1
"Mandarin Centre, Chatswood",['Asian'],1
"Mandarin Centre, Chatswood",['Cafe',1
"Mandarin Centre, Chatswood",['Cafe'],1
"Mandarin Centre, Chatswood",['Chinese',3
"Mandarin Centre, Chatswood",['Chinese'],4
"Mandarin Centre, Chatswood",['Japanese',1
"Mandarin Centre, Chatswood",['Japanese'],2
"Mandarin Centre, Chatswood",['Korean BBQ'],1
"Mandarin Centre, Chatswood",['Malaysian'],1
Manly,['American'],2
Manly,['Asian',2
Manly,['Bar Food',5
Manly,['Bar Food'],2
Manly,['Brazilian'],1
Manly,['Burger',2
Manly,['Burger'],2
Manly,['Cafe',10
Manly,['Cafe'],13
Manly,['Chinese',3
Manly,['Chinese'],1
Manly,['Coffee and Tea',1
Manly,['Coffee and Tea'],1
Manly,['Continental'],1
Manly,['Deli',1
Manly,['Dumplings',1
Manly,['European',1
Manly,['Fast Food'],1
Manly,['Fish and Chips'],1
Manly,['Greek'],1
Manly,['Healthy Food',1
Manly,['Healthy Food'],1
Manly,['Indian'],1
Manly,['Italian',6
Manly,['Italian'],2
Manly,['Japanese',5
Manly,['Japanese'],1
Manly,['Juices',1
Manly,['Latin American',1
Manly,['Meat Pie',1
Manly,['Mediterranean',1
Manly,['Mexican',1
Manly,['Mexican'],5
Manly,['Middle Eastern',1
Manly,['Middle Eastern'],1
Manly,['Modern Australian',4
Manly,['Modern Australian'],6
Manly,['Pizza',1
Manly,['Pizza'],2
Manly,['Pub Food'],2
Manly,['Seafood',5
Manly,['Seafood'],4
Manly,['Steak',1
Manly,['Sushi',2
Manly,['Tapas',3
Manly,['Tapas'],1
Manly,['Thai',1
Manly,['Thai'],3
Manly,['Vietnamese'],1
Manly Vale,['Cafe'],2
Manly Vale,['Chinese'],1
Manly Vale,['Pizza'],1
Manly Vale,['Thai'],1
"Manly Wharf, Manly",['American',1
"Manly Wharf, Manly",['German',1
"Manly Wharf, Manly",['Modern Australian',1
"Manly Wharf, Manly",['Seafood',1
"Manning House, Cammperdown",['Asian',1
"Manning House, Cammperdown",['Bar Food'],1
"Manning House, Cammperdown",['Burger',1
"Manning House, Cammperdown",['Cafe'],1
"Manning House, Cammperdown",['Mexican'],1
"Manning House, Cammperdown",['Sandwich',1
"Market City, Chinatown",['Asian'],1
"Market City, Chinatown",['Cafe',1
"Market City, Chinatown",['Chinese',3
"Market City, Chinatown",['Desserts',1
"Market City, Chinatown",['Japanese',1
"Market City, Chinatown",['Juices',1
"Market City, Chinatown",['Sushi'],1
"Market City, Chinatown",['Taiwanese'],1
"Market City, Chinatown",['Thai'],1
"MarketPlace Leichhardt, Leichhardt",['Chinese'],1
"MarketPlace Leichhardt, Leichhardt",['Desserts'],1
"MarketPlace Leichhardt, Leichhardt",['Fast Food'],1
"MarketPlace Leichhardt, Leichhardt",['Kebab'],1
"Marketfair Shopping Centre, Campbeltown",['Kebab',1
"Marketfair Shopping Centre, Campbeltown",['Thai'],1
"Marketplace, West Ryde",['Cafe'],1
"Marketplace, West Ryde",['Fast Food'],1
"Marketplace, West Ryde",['Turkish'],1
Maroubra,['Asian',2
Maroubra,['Australian'],1
Maroubra,['Bakery',3
Maroubra,['Burger',1
Maroubra,['Burger'],1
Maroubra,['Cafe',4
Maroubra,['Cafe'],11
Maroubra,['Charcoal Chicken',1
Maroubra,['Chinese',1
Maroubra,['Chinese'],2
Maroubra,['Fast Food',1
Maroubra,['Fish and Chips',1
Maroubra,['Fish and Chips'],1
Maroubra,['Greek',1
Maroubra,['Indian'],2
Maroubra,['Indonesian'],2
Maroubra,['Italian',2
Maroubra,['Japanese',2
Maroubra,['Mediterranean'],1
Maroubra,['Modern Australian',2
Maroubra,['Modern Australian'],2
Maroubra,['Pizza',1
Maroubra,['Pizza'],1
Maroubra,['Pub Food'],2
Maroubra,['Seafood',1
Maroubra,['Sushi'],1
Maroubra,['Thai'],4
Maroubra,['Yum Cha',1
Marrickville,['Asian',1
Marrickville,['Asian'],1
Marrickville,['BBQ'],1
Marrickville,['Bar Food',1
Marrickville,['Bar Food'],2
Marrickville,['Beverages'],1
Marrickville,['Burger',1
Marrickville,['Cafe',9
Marrickville,['Cafe'],27
Marrickville,['Charcoal Chicken',1
Marrickville,['Chinese',2
Marrickville,['Chinese'],1
Marrickville,['Coffee and Tea'],1
Marrickville,['Desserts',1
Marrickville,['Drinks Only'],1
Marrickville,['Fish and Chips'],1
Marrickville,['Greek',1
Marrickville,['Greek'],2
Marrickville,['Grill',1
Marrickville,['Healthy Food',1
Marrickville,['Indian'],3
Marrickville,['Italian',1
Marrickville,['Japanese',2
Marrickville,['Japanese'],1
Marrickville,['Korean',1
Marrickville,['Middle Eastern'],1
Marrickville,['Modern Australian',1
Marrickville,['Pizza',2
Marrickville,['Pizza'],1
Marrickville,['Portuguese'],2
Marrickville,['Pub Food'],5
Marrickville,['Sandwich',1
Marrickville,['Seafood',1
Marrickville,['Thai'],5
Marrickville,['Vietnamese',7
Marrickville,['Vietnamese'],8
"Marrickville Metro Shopping Centre, Marrickville",['Bakery',1
"Marrickville Metro Shopping Centre, Marrickville",['Cafe',1
"Marrickville Metro Shopping Centre, Marrickville",['Middle Eastern'],1
"Marrickville Metro Shopping Centre, Marrickville",['Sushi',1
"Marrickville Metro Shopping Centre, Marrickville",['Sushi'],1
"Marriott Sydney Harbour, Circular Quay",['Bar Food'],1
Marsden Park Home,['Burger'],1
Marsden Park Home,['Cafe'],1
Marsden Park Home,['Japanese'],1
Marsden Park Home,['Lebanese'],1
Marsfield,['Cafe'],1
Marsfield,['Chinese',1
Marsfield,['Italian',1
Marsfield,['Malaysian',1
Marsfield,['Pizza'],1
"Martin Place Shopping Circle, CBD",['Cafe',1
Mascot,['Asian'],1
Mascot,['BBQ'],1
Mascot,['Bakery',4
Mascot,['Bar Food',1
Mascot,['Burger',4
Mascot,['Cafe',3
Mascot,['Cafe'],17
Mascot,['Chinese',1
Mascot,['Chinese'],2
Mascot,['Fast Food',1
Mascot,['Greek'],1
Mascot,['Indian'],2
Mascot,['Indonesian'],4
Mascot,['Italian',2
Mascot,['Japanese BBQ',1
Mascot,['Japanese',4
Mascot,['Japanese'],1
Mascot,['Juices',1
Mascot,['Kebab',1
Mascot,['Lebanese',1
Mascot,['Mediterranean',1
Mascot,['Modern Australian',2
Mascot,['Modern Australian'],1
Mascot,['Pizza',2
Mascot,['Pub Food'],1
Mascot,['Sushi'],1
Mascot,['Thai'],4
Mascot,['Vietnamese',1
Mascot,['Vietnamese'],1
"Mascot Central Shopping Precinct, Mascot",['Bakery',1
"Mascot Central Shopping Precinct, Mascot",['Italian'],1
"Mathews Arcade, Kensington",['Sandwich',1
Matraville,['American',1
Matraville,['Asian',2
Matraville,['Burger',1
Matraville,['Cafe',4
Matraville,['Cafe'],5
Matraville,['Chinese'],2
Matraville,['Italian'],1
Matraville,['Pizza'],1
Matraville,['Portuguese',2
Matraville,['Thai'],1
Matraville,['Turkish'],1
"Mayfair Plaza, Parramatta",['Sandwich',1
"Mayfair Plaza, Parramatta",['Thai'],1
McMahons Point,['African',1
McMahons Point,['Burger',1
McMahons Point,['Cafe',1
McMahons Point,['Cafe'],3
McMahons Point,['Deli',1
McMahons Point,['European',1
McMahons Point,['Indian'],1
McMahons Point,['Italian'],1
McMahons Point,['Pizza',1
McMahons Point,['Pub Food',2
McMahons Point,['Seafood',1
McMahons Point,['Spanish',1
McMahons Point,['Thai'],1
Meadowbank,['Cafe'],2
Meadowbank,['Chinese',1
Meadowbank,['Chinese'],1
Meadowbank,['Fish and Chips',1
Meadowbank,['Fish and Chips'],1
Meadowbank,['Grill',1
Meadowbank,['Pizza',1
Meadowbank,['Pizza'],1
Meadowbank,['Sushi',1
Meadowbank,['Thai'],3
Medlow Bath,['Asian',1
Medlow Bath,['Cafe'],1
Medlow Bath,['Modern Australian',1
Medlow Bath,['Modern Australian'],2
Menai,['Asian',1
Menai,['Asian'],1
Menai,['Burger',1
Menai,['Cafe'],1
Menai,['Chinese',1
Menai,['Chinese'],2
Menai,['Indian',1
Menai,['Italian',4
Menai,['Japanese',1
Menai,['Mediterranean'],1
Menai,['Modern Australian'],2
Menai,['Tapas',1
Menai,['Thai'],2
Menai,['Vietnamese'],1
"Menai Marketplace, Menai",['Deli'],1
"Menai Marketplace, Menai",['Seafood'],1
"Mercure Sydney International Airport, Mascot",['Australian'],1
"Mercure Sydney International Airport, Mascot",['Bar Food',1
"Mercure Sydney Parramatta, Parramatta",['Modern Australian'],1
"Mercure Sydney, Ultimo",['Bar Food',2
"Mercure Sydney, Ultimo",['Modern Australian'],1
Meriton Dining Precinct Parramatta,['Coffee and Tea',1
Meriton Dining Precinct Parramatta,['Japanese'],1
Meriton Dining Precinct Parramatta,['Modern Australian',1
Merrylands,['Afghani'],2
Merrylands,['African',1
Merrylands,['American'],2
Merrylands,['Asian',1
Merrylands,['BBQ',1
Merrylands,['Bakery',1
Merrylands,['Bakery'],1
Merrylands,['Burger',1
Merrylands,['Burger'],1
Merrylands,['Cafe'],3
Merrylands,['Chinese',1
Merrylands,['Chinese'],3
Merrylands,['Desserts',1
Merrylands,['Fast Food',1
Merrylands,['Fast Food'],1
Merrylands,['Iranian'],3
Merrylands,['Italian',2
Merrylands,['Kebab',1
Merrylands,['Kebab'],1
Merrylands,['Lebanese',1
Merrylands,['Mediterranean',1
Merrylands,['Middle Eastern',2
Merrylands,['Middle Eastern'],1
Merrylands,['Modern Australian',1
Merrylands,['Nepalese'],1
Merrylands,['Pizza',2
Merrylands,['Pizza'],5
Merrylands,['Pub Food'],1
Merrylands,['Syrian',1
Merrylands,['Thai'],2
Merrylands,['Turkish',1
"MetCentre, CBD",['Asian'],1
"MetCentre, CBD",['Cafe'],3
"MetCentre, CBD",['European',1
"MetCentre, CBD",['Japanese',1
"MetCentre, CBD",['Thai'],1
"MetCentre, CBD",['Vietnamese'],1
Milsons Point,['Cafe',1
Milsons Point,['Cafe'],7
Milsons Point,['European'],1
Milsons Point,['Italian'],2
Milsons Point,['Modern Australian',1
Milsons Point,['Modern Australian'],1
Milsons Point,['Pizza',1
"Milsons Village Food Court, McMahons Point",['Indian'],1
"Milsons Village Food Court, McMahons Point",['Kebab'],1
"Milsons Village Food Court, McMahons Point",['Malaysian',1
"Milsons Village Food Court, McMahons Point",['Sushi'],1
Minto,['Chinese'],2
Minto,['Fish and Chips',1
Minto,['Greek',1
Minto,['Pizza'],1
Minto,['Thai'],1
Minto Marketplace,['Burger',1
Minto Marketplace,['Cafe',1
Minto Marketplace,['Kebab'],1
Miranda,['Bar Food'],1
Miranda,['Cafe',1
Miranda,['Cafe'],4
Miranda,['Chinese',1
Miranda,['Chinese'],1
Miranda,['Fast Food',1
Miranda,['Greek',1
Miranda,['Indian'],2
Miranda,['Italian',1
Miranda,['Italian'],1
Miranda,['Japanese'],1
Miranda,['Lebanese',1
Miranda,['Modern Australian',1
Miranda,['Pizza'],1
Miranda,['Thai'],1
"Miranda Hotel, Miranda",['Modern Australian',1
"Miranda Hotel, Miranda",['Seafood',1
Mona Vale,['Asian',2
Mona Vale,['Austrian',1
Mona Vale,['BBQ',1
Mona Vale,['Bakery'],1
Mona Vale,['Burger',2
Mona Vale,['Cafe',3
Mona Vale,['Cafe'],19
Mona Vale,['Chinese',1
Mona Vale,['Chinese'],1
Mona Vale,['Coffee and Tea'],1
Mona Vale,['Continental',1
Mona Vale,['Fast Food',1
Mona Vale,['Finger Food',1
Mona Vale,['Fish and Chips',1
Mona Vale,['French'],1
Mona Vale,['Indian'],1
Mona Vale,['Italian',1
Mona Vale,['Italian'],1
Mona Vale,['Japanese',1
Mona Vale,['Japanese'],1
Mona Vale,['Mexican',1
Mona Vale,['Mexican'],1
Mona Vale,['Modern Australian',1
Mona Vale,['Pizza'],1
Mona Vale,['Sandwich',1
Mona Vale,['Sushi',1
Mona Vale,['Sushi'],2
Mona Vale,['Tapas'],1
Mona Vale,['Thai'],2
Mona Vale,['Turkish',1
Monterey,['Bakery',1
Monterey,['Cafe'],3
Monterey,['Greek',1
Monterey,['Greek'],1
Monterey,['Pizza',1
Moore Park,['Cafe',1
Moore Park,['Cafe'],3
Moore Park,['Chinese',1
Moore Park,['Indian'],1
Moorebank,['Cafe',2
Moorebank,['Cafe'],7
Moorebank,['Chinese'],1
Moorebank,['Fast Food',1
Moorebank,['Indian'],2
Moorebank,['Italian',2
Moorebank,['Modern Australian',1
Moorebank,['Modern Australian'],1
Moorebank,['Pizza',1
Moorebank,['Sandwich',1
Moorebank,['Thai'],1
"Moorebank Shopping Village, Moorebank",['Bakery'],1
"Moorebank Shopping Village, Moorebank",['Burger'],1
"Moorebank Shopping Village, Moorebank",['Cafe'],1
"Moorebank Shopping Village, Moorebank",['Chinese',1
"Moorebank Shopping Village, Moorebank",['Japanese',1
"Moorebank Shopping Village, Moorebank",['Thai'],1
Mosman,['Asian',3
Mosman,['Asian'],1
Mosman,['Australian',1
Mosman,['Australian'],1
Mosman,['Bakery',2
Mosman,['Bar Food'],1
Mosman,['Brazilian',1
Mosman,['Burger'],1
Mosman,['Cafe',10
Mosman,['Cafe'],15
Mosman,['Chinese',1
Mosman,['Fast Food',1
Mosman,['Fast Food'],1
Mosman,['Greek',1
Mosman,['Greek'],1
Mosman,['Healthy Food'],2
Mosman,['Indian'],1
Mosman,['Italian',3
Mosman,['Italian'],4
Mosman,['Japanese',2
Mosman,['Japanese'],4
Mosman,['Mexican',1
Mosman,['Modern Australian',3
Mosman,['Modern Australian'],9
Mosman,['Moroccan',1
Mosman,['Pizza'],1
Mosman,['Pub Food'],1
Mosman,['Seafood',1
Mosman,['Tapas',1
Mosman,['Teppanyaki'],1
Mosman,['Thai'],2
Mount Druitt,['Asian',1
Mount Druitt,['Australian'],1
Mount Druitt,['Bakery',1
Mount Druitt,['Burger'],1
Mount Druitt,['Cafe',1
Mount Druitt,['Cafe'],3
Mount Druitt,['Charcoal Chicken'],1
Mount Druitt,['Continental',1
Mount Druitt,['Indian'],1
Mount Druitt,['Japanese',1
Mount Druitt,['Lebanese'],1
Mount Druitt,['Modern Australian'],1
Mount Druitt,['Pizza',1
Mount Druitt,['Pub Food'],3
Mount Druitt,['Steak',1
Mount Druitt,['Thai'],2
Mount Druitt,['Vietnamese',1
Mount Victoria,['Cafe'],2
Mount Victoria,['European',1
"Myahgah Mews, Mosman",['Bar Food'],1
"Myahgah Mews, Mosman",['Cafe',1
"Myahgah Mews, Mosman",['Cafe'],3
"Myahgah Mews, Mosman",['Italian'],1
"Myahgah Mews, Mosman",['Thai'],1
Narellan,['Australian'],1
Narellan,['Cafe',2
Narellan,['Charcoal Chicken',1
Narellan,['Desserts',1
Narellan,['German'],1
Narellan,['Japanese',1
Narellan,['Mediterranean'],1
Narellan,['Mexican'],1
Narellan,['Pizza',1
Narellan,['Pub Food',1
Narellan,['Pub Food'],1
Narellan,['Thai'],1
"Narellan Town Centre, Narellan",['Cafe',1
"Narellan Town Centre, Narellan",['Modern Australian',1
Naremburn,['Asian',1
Naremburn,['Cafe',1
Naremburn,['Cafe'],3
Naremburn,['Fish and Chips'],1
Naremburn,['Japanese',1
Naremburn,['Pizza'],1
Naremburn,['Tapas',1
Narrabeen,['American',1
Narrabeen,['Bakery',2
Narrabeen,['Bar Food'],1
Narrabeen,['Cafe',5
Narrabeen,['Cafe'],6
Narrabeen,['Charcoal Chicken',2
Narrabeen,['Chinese'],1
Narrabeen,['European',1
Narrabeen,['Indian'],3
Narrabeen,['Italian',1
Narrabeen,['Italian'],1
Narrabeen,['Japanese',1
Narrabeen,['Kebab',1
Narrabeen,['Mediterranean',1
Narrabeen,['Mexican'],1
Narrabeen,['Modern Australian'],1
Narrabeen,['Pizza',1
Narrabeen,['Pizza'],1
Narrabeen,['Pub Food'],1
Narrabeen,['Seafood',1
Narrabeen,['Seafood'],1
Narrabeen,['Thai',1
Narrabeen,['Thai'],4
"Neeta City Shopping Centre, Fairfield",['Asian'],1
"Neeta City Shopping Centre, Fairfield",['Cafe',1
"Neeta City Shopping Centre, Fairfield",['Cafe'],1
"Neeta City Shopping Centre, Fairfield",['Kebab',1
"Neeta City Shopping Centre, Fairfield",['Seafood',1
"Nepean Village, Penrith",['Bakery',1
"Nepean Village, Penrith",['Cafe',2
"Nepean Village, Penrith",['Fish and Chips',1
"Nepean Village, Penrith",['Kebab'],1
Neutral Bay,['American',1
Neutral Bay,['BBQ',1
Neutral Bay,['Bakery',2
Neutral Bay,['Bakery'],1
Neutral Bay,['Bar Food'],1
Neutral Bay,['Cafe',8
Neutral Bay,['Cafe'],11
Neutral Bay,['Chinese'],1
Neutral Bay,['Continental'],1
Neutral Bay,['European'],1
Neutral Bay,['Fish and Chips',1
Neutral Bay,['French'],2
Neutral Bay,['Fusion'],1
Neutral Bay,['Greek'],1
Neutral Bay,['Indian'],3
Neutral Bay,['Italian',1
Neutral Bay,['Italian'],3
Neutral Bay,['Japanese BBQ',1
Neutral Bay,['Japanese BBQ'],1
Neutral Bay,['Japanese',11
Neutral Bay,['Japanese'],1
Neutral Bay,['Korean',1
Neutral Bay,['Malaysian'],1
Neutral Bay,['Middle Eastern',1
Neutral Bay,['Modern Australian'],2
Neutral Bay,['Pizza',2
Neutral Bay,['Pub Food',1
Neutral Bay,['Ramen',2
Neutral Bay,['Sandwich'],2
Neutral Bay,['Seafood',1
Neutral Bay,['Seafood'],1
Neutral Bay,['Singaporean'],1
Neutral Bay,['Tapas'],1
Neutral Bay,['Thai',1
Neutral Bay,['Thai'],3
Neutral Bay,['Tibetan'],1
Neutral Bay,['Vietnamese'],1
Newington,['Burger',1
Newington,['Cafe'],1
Newington,['Indian'],1
Newington,['Indonesian',1
Newington,['Italian'],1
Newington,['Japanese BBQ'],1
Newington,['Japanese',1
Newington,['Kebab'],1
Newington,['Korean BBQ'],1
Newington,['Korean',1
Newington,['Korean'],1
Newington,['Malaysian',1
Newington,['Thai'],1
Newington,['Vietnamese',1
"Newington Marketplace, Newington",['Cafe'],1
"Newington Marketplace, Newington",['Fast Food'],1
"Newington Marketplace, Newington",['Japanese',1
"Newington Marketplace, Newington",['Pizza',1
Newport,['Afghani'],1
Newport,['Asian',1
Newport,['Australian',1
Newport,['Brazilian',1
Newport,['Burger',1
Newport,['Cafe',2
Newport,['Cafe'],8
Newport,['Chinese'],1
Newport,['Fish and Chips'],1
Newport,['Indian'],4
Newport,['Italian',2
Newport,['Italian'],1
Newport,['Japanese'],2
Newport,['Korean',1
Newport,['Modern Australian',1
Newport,['Modern Australian'],1
Newport,['Pizza'],1
Newport,['Pub Food',1
Newport,['Sushi'],1
Newport,['Thai'],2
Newport,['Vietnamese'],1
"Newport Village Arcade, Newport",['Asian'],1
"Newport Village Arcade, Newport",['Cafe'],1
Newtown,['American',2
Newtown,['American'],1
Newtown,['Arabian',1
Newtown,['Asian',5
Newtown,['Asian'],2
Newtown,['Australian',2
Newtown,['BBQ',1
Newtown,['Bakery',4
Newtown,['Bar Food'],4
Newtown,['Burger',3
Newtown,['Burger'],3
Newtown,['Cafe',17
Newtown,['Cafe'],16
Newtown,['Caribbean'],1
Newtown,['Chinese',2
Newtown,['Chinese'],2
Newtown,['Contemporary'],1
Newtown,['Deli',1
Newtown,['Dumplings',2
Newtown,['European',2
Newtown,['Fast Food',1
Newtown,['Fish and Chips',1
Newtown,['French',1
Newtown,['Fusion',1
Newtown,['Greek',1
Newtown,['Greek'],2
Newtown,['Grill',1
Newtown,['Indian',1
Newtown,['Indian'],1
Newtown,['Indonesian',1
Newtown,['Iranian'],1
Newtown,['Italian',5
Newtown,['Italian'],5
Newtown,['Japanese',8
Newtown,['Japanese'],3
Newtown,['Kebab',1
Newtown,['Korean'],1
Newtown,['Latin American',2
Newtown,['Latin American'],1
Newtown,['Lebanese'],2
Newtown,['Malaysian',1
Newtown,['Mexican',1
Newtown,['Mexican'],3
Newtown,['Middle Eastern',1
Newtown,['Middle Eastern'],1
Newtown,['Modern Australian',2
Newtown,['Modern Australian'],1
Newtown,['Pizza',1
Newtown,['Poké',1
Newtown,['Pub Food',4
Newtown,['Pub Food'],4
Newtown,['Sandwich',1
Newtown,['Seafood',1
Newtown,['Tapas',1
Newtown,['Tapas'],1
Newtown,['Thai',2
Newtown,['Thai'],9
Newtown,['Tibetan',1
Newtown,['Turkish'],3
Newtown,['Vegetarian',1
Newtown,['Vietnamese',8
North Parramatta,['Australian',1
North Parramatta,['Cafe',2
North Parramatta,['Chinese'],1
North Parramatta,['Indian'],2
North Parramatta,['Modern Australian'],2
North Parramatta,['Pizza'],1
North Parramatta,['Thai',1
North Rocks,['Cafe',1
North Rocks,['Cafe'],2
North Rocks,['Italian'],1
North Rocks,['Pizza'],1
"North Rocks Shopping Centre, North Rocks",['Cafe',1
"North Rocks Shopping Centre, North Rocks",['Cafe'],1
"North Rocks Shopping Centre, North Rocks",['Chinese'],1
"North Rocks Shopping Centre, North Rocks",['Fast Food'],1
"North Rocks Shopping Centre, North Rocks",['Japanese'],1
"North Rocks Shopping Centre, North Rocks",['Thai'],1
North Ryde,['Asian',1
North Ryde,['Bakery'],1
North Ryde,['Burger',1
North Ryde,['Cafe',2
North Ryde,['Cafe'],8
North Ryde,['Chinese'],1
North Ryde,['Fast Food',1
North Ryde,['Fast Food'],1
North Ryde,['Indian',1
North Ryde,['Italian',1
North Ryde,['Italian'],1
North Ryde,['Japanese'],1
North Ryde,['Pizza'],1
North Ryde,['Seafood'],1
North Ryde,['Steak',1
North Ryde,['Sushi'],1
North Ryde,['Thai'],2
"North Ryde RSL, North Ryde",['Australian'],1
"North Ryde RSL, North Ryde",['Cafe'],1
North Strathfield,['Australian'],1
North Strathfield,['Cafe',3
North Strathfield,['Cafe'],3
North Strathfield,['Chinese'],2
North Strathfield,['Grill',1
North Strathfield,['Indian',1
North Strathfield,['Indian'],1
North Strathfield,['Italian',3
North Strathfield,['Japanese'],1
North Strathfield,['Korean BBQ'],1
North Strathfield,['Korean'],1
North Strathfield,['Middle Eastern',1
North Strathfield,['Middle Eastern'],1
North Strathfield,['Modern Australian',1
North Strathfield,['Modern Australian'],1
North Strathfield,['Steak'],1
North Strathfield,['Thai'],2
North Sydney,['Asian',1
North Sydney,['Asian'],1
North Sydney,['Bakery',1
North Sydney,['Burger',1
North Sydney,['Cafe',7
North Sydney,['Cafe'],39
North Sydney,['Chinese',1
North Sydney,['Coffee and Tea',1
North Sydney,['Fast Food'],1
North Sydney,['Indian'],1
North Sydney,['Italian',2
North Sydney,['Italian'],1
North Sydney,['Japanese BBQ'],1
North Sydney,['Japanese',3
North Sydney,['Japanese'],2
North Sydney,['Korean'],1
North Sydney,['Latin American',1
North Sydney,['Modern Australian',3
North Sydney,['Modern Australian'],4
North Sydney,['Pizza',1
North Sydney,['Pub Food',1
North Sydney,['Pub Food'],2
North Sydney,['Thai'],4
North Sydney,['Vietnamese',1
North Sydney,['Vietnamese'],2
North Sydney Harbour View Hotel North Sydney,['Modern Australian'],2
Northbridge,['Asian'],1
Northbridge,['Cafe',1
Northbridge,['Cafe'],5
Northbridge,['Italian',1
Northbridge,['Italian'],1
Northbridge,['Japanese',1
Northbridge,['Modern Australian'],2
Northbridge,['Pizza'],1
Northbridge,['Thai'],1
"Northbridge Plaza, Northbridge",['Asian'],1
"Northbridge Plaza, Northbridge",['Japanese',1
"Northbridge Plaza, Northbridge",['Seafood',1
Northmead,['Burger',1
Northmead,['Cafe'],2
Northmead,['Chinese'],3
Northmead,['Grill',1
Northmead,['Italian',1
Northmead,['Pizza'],2
Northmead,['Seafood',1
Northmead,['Thai'],3
"Norton Plaza, Leichhardt",['Cafe',1
"Norton Plaza, Leichhardt",['Italian',1
"Norton Plaza, Leichhardt",['Seafood'],1
"Norwest Marketown, Baulkham",['Asian'],1
"Norwest Marketown, Baulkham",['Chinese',1
"Norwest Marketown, Baulkham",['Indian'],1
"Norwest Marketown, Baulkham",['Italian',1
"Norwest Marketown, Baulkham",['Japanese',1
"Norwest Marketown, Baulkham",['Sandwich'],1
"Novotel Brighton, Brighton-Le-Sands",['Bar Food'],1
"Novotel Brighton, Brighton-Le-Sands",['Seafood',1
"Novotel Rockford, Darling Harbour",['Modern Australian'],1
"Novotel Sydney Central, Chinatown",['Bar Food'],1
"Novotel Sydney Central, Chinatown",['Modern Australian'],2
"Novotel Sydney Manly Pacific, Manly",['Japanese',1
"Novotel Sydney Manly Pacific, Manly",['Modern Australian',1
Novotel Sydney Olympic Park,['Bar Food'],1
Novotel Sydney Olympic Park,['Modern Australian'],1
Oatlands,['Cafe',1
Oatlands,['Charcoal Chicken'],1
Oatlands,['Italian',1
Oatlands,['Pizza'],1
Oatley,['Australian',2
Oatley,['Bakery'],1
Oatley,['Cafe',2
Oatley,['Cafe'],5
Oatley,['Chinese',1
Oatley,['Chinese'],1
Oatley,['Japanese'],1
Oatley,['Modern Australian'],1
Oatley,['Pizza',1
Oatley,['Pub Food'],2
Oatley,['Sandwich',1
Oatley,['Tapas'],1
Oatley,['Thai'],2
Oatley,['Vietnamese'],1
Oberon,['Italian',1
Old Toongabbie,['Asian',1
Old Toongabbie,['Burger',2
Old Toongabbie,['Cafe'],1
Old Toongabbie,['Charcoal Chicken',2
Old Toongabbie,['Chinese',1
Old Toongabbie,['Chinese'],1
